Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date
"Simpsons Pinball Party, The (Stern 2003)",Stern,2003,"Licensed Theme, TV Show, Animation",4,4674,-,SS,VPX,"VPin Workshop (VPW), iDigStuff, Tomate, Nestorgian, Rawd, Rik, BountyBob, Coindropper, Dark, Watacaractr, Tomate, Neofr45, Leojreimroc, Iaakki, Sixtoe, Apophis, 32assassin, HauntFreaks, Bord, PinstratsDan",2.0,2022-08-23
"Simpsons Pinball Party, The (Stern 2003)",Stern,2003,"Licensed Theme, TV Show, Animation",4,4674,-,SS,VPX,"Bigus1, Coindropper, Dark, Watacaractr, Neofr45, 32assassin, HauntFreaks",2.1,2021-10-27
"Simpsons Pinball Party, The (Stern 2003)",Stern,2003,"Licensed Theme, TV Show, Animation",4,4674,-,SS,VPX,"Coindropper, Dark, EBisLit, 32assassin",1.0.1,2020-08-24
"Simpsons Pinball Party, The (Stern 2003)",Stern,2003,"Licensed Theme, TV Show, Animation",4,4674,-,SS,VPX,"Arconovum, 32assassin",0.8.0-2.5,2023-06-24
"Simpsons Xmas Pinball, The (Original 2020)",Original,2020,"Christmas, TV Show, Animation",4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph, JPSalas",1.0,2020-11-27
"Six Million Dollar Man, The (Bally 1978)",Bally,1978,"TV Show, Fictional, Licensed Theme",6,2165,-,SS,VPX,"Bigus1, Allknowing2012, 32assassin",2.5,2023-01-21
"Six Million Dollar Man, The (Bally 1978)",Bally,1978,"TV Show, Fictional, Licensed Theme",6,2165,-,SS,VPX,"Xenonph, Allknowing2012, 32assassin",2.3,2022-12-19
"Six Million Dollar Man, The (Bally 1978)",Bally,1978,"TV Show, Fictional, Licensed Theme",6,2165,-,SS,VPX,"Balutito, Allknowing2012, 32assassin",1.0.0,2021-11-11
"Six Million Dollar Man, The (Bally 1978)",Bally,1978,"TV Show, Fictional, Licensed Theme",6,2165,-,SS,VPX,"Allknowing2012, 32assassin",2.0,2016-01-03
"Snowman Pinball, The (Original 2019)",Original,2019,"Christmas, Movie",4,-,-,SS,VPX,"Stevegooner1234, Lizard, Wildman, Xenonph",1.0,2020-08-15
"Sopranos, The (Stern 2005)",Stern,2005,"Licensed Theme, Mobsters, Crime, TV Show",4,5053,-,SS,VPX,"Bigus1, Freneticamnesic",1.0,2023-09-10
"Sopranos, The (Stern 2005)",Stern,2005,"Licensed Theme, Mobsters, Crime, TV Show",4,5053,-,SS,VPX,"Sixtoe, 32assassin, Freneticamnesic",1.0.0,2022-03-13
"Sopranos, The (Stern 2005)",Stern,2005,"Licensed Theme, Mobsters, Crime, TV Show",4,5053,-,SS,VPX,"Morttis, Arconovum, 32assassin, Freneticamnesic",1.0.2-1,2023-06-24
"Sopranos, The (Stern 2005)",Stern,2005,"Licensed Theme, Mobsters, Crime, TV Show",4,5053,-,SS,VPX,"32assassin, Freneticamnesic",1.2,2023-06-24
"Sopranos, The (Stern 2005)",Stern,2005,"Licensed Theme, Mobsters, Crime, TV Show",4,5053,-,SS,VPX,"Freneticamnesic",1.0,2015-12-24
"Sword of Fury, The (Original 2019)",Original,2019,"Fantasy, Medieval, Knights",-,-,-,SS,VPX,"Fastdraw (Granit), Fastdraw (Granit), Kiwi, GTXJoe",1.0.1,2019-10-31
"Table With The Least Comprehensible Theme Ever, The (Original 2018)",Original,2018,-,-,-,-,SS,VPX,"Wizball, JPSalas",1.1h,2018-12-30
"Texas Chainsaw Massacre, The (Original 2020)",Original,2020,"Movie, Horror",4,-,-,SS,VPX,"Ivantba, Goldchicco, Mfuegemann",1.0,2020-12-19
"Untouchables, The (Original 2023)",Original,2023,"Licensed Theme, Movie, Crime, Mobsters, Detective",-,-,-,SS,VPX,"Marty02, ICPjuggla",2.0,2023-06-01
"Walking Dead, The (Zen Studios 2014)",Zen Studios,2014,"Licensed Theme, Supernatural, Zombies, TV Show",4,-,-,-,FX3,"Zen Studios",-,2000-01-01
"Walking Dead, The (Stern 2014)",Stern,2014,"Licensed Theme, Supernatural, Zombies, TV Show",4,6156,-,SS,VPX,"Bigus1, Hanibal2001, Dozer, Freneticamnesic, Flupper, ICPjuggla, Dark, Ninuzzu",2.0,2023-09-30
"Walking Dead, The (Stern 2014)",Stern,2014,"Licensed Theme, Supernatural, Zombies, TV Show",4,6156,-,SS,VPX,"SG1bsoN, Freneticamnesic, Randr, Flupper, Dark, Zany, Northvibe, Uriell, Paulo, Pinbill, Dozer, GTXJoe, EBisLit, ICPjuggla",1.0,2022-01-27
"Walking Dead, The (Stern 2014)",Stern,2014,"Licensed Theme, Supernatural, Zombies, TV Show",4,6156,-,SS,VPX,"Siggi, Dozer, Freneticamnesic, Randr, Flupper, Dark, Zany, Pinbill, GTXJoe, EBisLit, ICPjuggla",1.0.0,2023-08-27
"Walking Dead, The (Stern 2014)",Stern,2014,"Licensed Theme, Supernatural, Zombies, TV Show",4,6156,-,SS,VPX,"EBisLit, Dozer, Freneticamnesic, Randr, Flupper, Dark, Zany, Northvibe, Uriell, Paulo, Pinbill, GTXJoe, ICPjuggla",1.0.0,2022-01-09
"Walking Dead, The (Stern 2014)",Stern,2014,"Licensed Theme, Supernatural, Zombies, TV Show",4,6156,-,SS,VPX,"Sixtoe, Dozer, Freneticamnesic, Randr, Flupper, Dark, Zany, Northvibe, Uriell, Paula, Pinbill, Neo, GTXJoe, ICPjuggla",1.0.0,2022-04-09
"Walking Dead, The (Stern 2014)",Stern,2014,"Licensed Theme, Supernatural, Zombies, TV Show",4,6156,-,SS,VPX,"Fren, Dozer, Flupper, Dark, Ninuzzu, Arconovum, ICPjuggla",1.5-2.51,2023-06-24
"Walking Dead, The (Stern 2014)",Stern,2014,"Licensed Theme, Supernatural, Zombies, TV Show",4,6156,-,SS,VPX,"Hanibal, Dozer, Fren, Flipper, Dark, Ninuzzu, ICPjuggla",1.2,2017-12-22
"Walking Dead, The (Stern 2014)",Stern,2014,"Licensed Theme, Supernatural, Zombies, TV Show",4,6156,-,SS,VPX,"Gronimod",1.0,2017-09-15
"Walking Dead, The (Stern 2014)",Stern,2014,"Licensed Theme, Supernatural, Zombies, TV Show",4,6156,-,SS,VPX,"Neofr45, Fren, Dozer, Flipper, Dark, Hanibal, Ninuzzu, ICPjuggla",1.0.5,2017-06-23
"Walking Dead, The (Stern 2014)",Stern,2014,"Licensed Theme, Supernatural, Zombies, TV Show",4,6156,-,SS,VPX,"Dozer, Fren, Dozer, Flupper, Dark, Ninuzzu, ICPjuggla",1.5,2017-02-01
"Warriors, The (Original 2023)",Original,2023,"Movie",-,-,-,SS,-,"Icepinball, JPSalas, Ivantba",1.0.0,2023-09-16
"Way of the Dragon, The (Original 2020)",Original,2020,"Movie, Martial Arts",4,-,-,SS,VPX,"Conehead, Ivantba, Wiesshund",2.0,2023-06-25
"Way of the Dragon, The (Original 2020)",Original,2020,"Movie, Martial Arts",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2020-11-19
"Who's Tommy Pinball Wizard, The (Data East 1994)",Data East,1994,"Celebrities, Fictional, Licensed Theme, Musical",4,2579,-,SS,VPX,"VPin Workshop (VPW), Wylte, Skitso, Rawd, Tomate, Sheltemke, Darkstar, Rik, Smaug, BountyBob, nFozzy, Leojreimroc, Sixtoe, Apophis, Ninuzzu, HauntFreaks, Bord, PinstratsDan",1.2.1,2023-05-01
"Who's Tommy Pinball Wizard, The (Data East 1994)",Data East,1994,"Celebrities, Fictional, Licensed Theme, Musical",4,2579,-,SS,VPX,"Arvid, Ninuzzu",1.0.0,2021-12-03
"Who's Tommy Pinball Wizard, The (Data East 1994)",Data East,1994,"Celebrities, Fictional, Licensed Theme, Musical",4,2579,-,SS,VPX,"Ninuzzu",1.1,2016-04-15
"Wiggler, The (Bally 1967)",Bally,1967,"Fantasy",4,2777,-,EM,VPX,"Scottacus, nFozzy, Kds70, JR, Whirlwind, Onevox, Bord",2.26,2022-08-10
"Witcher, The (Original 2020)",Original,2020,"Fantasy, Video Game, TV Show",4,-,-,SS,VPX,"Solters, Siggi, 32assassin",1.0,2022-07-31
"Witcher, The (Original 2020)",Original,2020,"Fantasy, Video Game, TV Show",4,-,-,SS,VPX,"32assassin, Siggi",1.0.0,2022-01-09
"Wizard, The (Original 2021)",Original,2021,"Movie, Videogames, Kids",1,-,-,EM,VPX,"MellerMeller, Batch, BorgDog, HauntFreaks",1.5,2024-01-09
"X Files, The (Sega 1997)",Sega,1997,"Aliens, Conspiracy, Supernatural, Licensed, TV Show",6,4137,-,SS,VPX,"Balutito, SliderPoint, JPSalas",1.2,2021-12-30
"X Files, The (Sega 1997)",Sega,1997,"Aliens, Conspiracy, Supernatural, Licensed, TV Show",6,4137,-,SS,VPX,"Siggi, TastyWasps, Sliderpoint, JPSalas",1.0.0,2023-08-18
"X Files, The (Sega 1997)",Sega,1997,"Aliens, Conspiracy, Supernatural, Licensed, TV Show",6,4137,-,SS,VPX,"TastyWasps, SliderPoint, JPSalas",1.27,2023-07-13
"X Files, The (Sega 1997)",Sega,1997,"Aliens, Conspiracy, Supernatural, Licensed, TV Show",6,4137,-,SS,VPX,"Bigus1, SliderPoint, JPSalas",2.0,2023-07-13
"X Files, The (Sega 1997)",Sega,1997,"Aliens, Conspiracy, Supernatural, Licensed, TV Show",6,4137,-,SS,VPX,"DGrimmReaper, Bigus1, SliderPoint, JPSalas",1.0,2023-06-11
"X Files, The (Sega 1997)",Sega,1997,"Aliens, Conspiracy, Supernatural, Licensed, TV Show",6,4137,-,SS,VPX,"Morttis, Arconovum, SliderPoint, JPSalas",1.1-1.0,2023-06-24
"X Files, The (Sega 1997)",Sega,1997,"Aliens, Conspiracy, Supernatural, Licensed, TV Show",6,4137,-,SS,VPX,"Hanibal, SliderPoint, JPSalas",1.8,2017-06-16
"Theatre of Houdini (Original 2021)",Original,2021,"Show Business, Magic",4,-,-,SS,VPX,"Solters, Marty02, Tom Tower, Ninuzzu",1.0,2022-08-15
"Theatre of Houdini (Original 2021)",Original,2021,"Show Business, Magic",4,-,-,SS,VPX,"Marty02, Tom Tower, Ninuzzu",2.0.0,2021-10-12
"Theatre of Magic (Bally 1995)",Bally,1995,"Show Business, Magic",4,2845,-,SS,VPX,"Bigus1, Tom Tower, Ninuzzu",2.0,2023-01-31
"Theatre of Magic (Bally 1995)",Bally,1995,"Show Business, Magic",4,2845,-,SS,FX,"Zen Studios",-,2022-04-02
"Theatre of Magic (Bally 1995)",Bally,1995,"Show Business, Magic",4,2845,-,SS,VPX,"Fleep, Skitso, CalleV, Tom Tower, G5k, Flupper, Nickbuol, Nicolas Mazaleyrat, Jon Osborne, Ninuzzu, 3rdAxis, Arngrim, Bord, Rothbauerw",2.4,2020-11-28
"Theatre of Magic (Bally 1995)",Bally,1995,"Show Business, Magic",4,2845,-,SS,VPX,"Senseless, Ninuzzu, Tom Tower",1.1,2023-09-15
"Theatre of Magic (Bally 1995)",Bally,1995,"Show Business, Magic",4,2845,-,SS,VPX,"Ninuzzu, Tom Tower",1.1,2019-03-10
"Theatre of Magic (Bally 1995)",Bally,1995,"Show Business, Magic",4,2845,-,SS,FX3,"Zen Studios",-,2000-01-01
"They Live (Original 2023)",Original,2023,"Licensed Theme, Movie, Science Fiction, Horror, Aliens",-,-,-,SS,VPX,"Balutito, SpookyMoulder",1.0,2023-06-22
"They Live (Original 2023)",Original,2023,"Licensed Theme, Movie, Science Fiction, Horror, Aliens",-,-,-,SS,VPX,"SpookyMoulder",1.0,2023-06-23
"They Live (Original 2023)",Original,2023,"Licensed Theme, Movie, Science Fiction, Horror, Aliens",-,-,-,SS,VPX,"Gman77, SpookyMoulder, Balutito, Jagandy82, Davadruix",1.0.0,2023-11-10
"Thor (Zen Studios 2013)",Zen Studios,2013,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX,"Zen Studios, Ivan Nicoara",-,2023-07-23
"Thor (Zen Studios 2013)",Zen Studios,2013,"Licensed Theme, Comics, Superheroes",4,-,-,-,FX3,"Zen Studios",-,2000-01-01
"Three Angels (Original 2018)",Original,2018,"Fantasy",-,-,-,SS,VPX,"Solters, Randr, Blindmankind Games",1.3,2022-08-29
"Thunderbirds (Original 2022)",Original,2022,"Adventure, Aviation, Science Fiction, TV Show, Kids",-,6617,-,SS,VPX,"Drinkcristal, Wildman, Rawd, VPW Team",1.0,2022-06-14
"Thundercats Pinball (Original 2023)",Original,2023,"TV Show, Animation, Kids",-,-,-,SS,VPX,"Merlinrtp, Capnclaw, ScottyWic, JPSalas, Hawkeyez88, Team Tuga, PinstratsDan, Pegula, AStirling21, DomLoveLobby, DarrinVPCLE, JoePicasso",1.09,2023-12-23
"Tiger (Gottlieb 1975)",Gottlieb,1975,"Circus",1,2560,-,EM,VPX,"Teisen, Loserman76",1.0,2023-08-01
"Tiger (Gottlieb 1975)",Gottlieb,1975,"Circus",1,2560,-,EM,VPX,"Rajo Joey, GNance, Loserman76",1.0.0,2023-01-12
"Tiger (Gottlieb 1975)",Gottlieb,1975,"Circus",1,2560,-,EM,VPX,"Loserman76",1.0.0f,2021-12-08
"Tiger (Gottlieb 1975)",Gottlieb,1975,"Circus",1,2560,-,EM,VPX,"HauntFreaks, Loserman76, GNance, TastyWasps, JCalhoun",2.0,2023-12-29
"Tiger King (Original 2020)",Original,2020,"TV Show",4,-,-,SS,VPX,"iDigStuff, Jicarlin, JPSalas",1.2,2023-04-03
"Tiki Bob's Atomic Beach Party (Original 2021)",Original,2021,"Fantasy, Aliens",-,-,-,SS,VPX,"iDigStuff, Watacaractr, ScottyWic, Peter G, Joey Beaulieu (Joe Picasso), Rik Laubach, Apophis, Andrei Maraklov, JPSalas, VPin Workshop (VPW)",1.1,2022-12-31
"Tiki Bob's Swingin' Holiday Soiree (Original 2022)",Original,2022,"Christmas",-,-,-,SS,VPX,"iDigStuff, Watacaractr, ScottyWic, Peter G, VPNation, Joey Beaulieu (Joe Picasso), Rik Laubach, Apophis, Andrei Maraklov, JPSalas, VPin Workshop (VPW)",1.1,2022-12-24
"Tiki Time (Original 2020)",Original,2020,"Happiness, Food",-,-,-,SS,VPX,"Rcrown1, HiRez00, Rascal, Loserman76, BorgDog, JPSalas",1.1.1,2021-01-14
"Tiki Time (Original 2020)",Original,2020,"Happiness, Food",-,-,-,SS,VPX,"Rcrown1, HiRez00, Rascal, Loserman76, BorgDog, JPSalas",1.1.0,2021-01-08
"Time Fantasy (Williams 1983)",Williams,1983,"Fantasy",4,2563,-,SS,VPX,"Goldchicco, Rajo Joey, 32assassin, Mfuegemann",1.0.0,2023-02-18
"Time Fantasy (Williams 1983)",Williams,1983,"Fantasy",4,2563,-,SS,VPX,"Ganjafarmer, Mfuegemann",1.01,2017-08-22
"Time Fantasy (Williams 1983)",Williams,1983,"Fantasy",4,2563,-,SS,VPX,"32assassin, Mfuegemann",1.1,2016-10-03
"Time Line (Gottlieb 1980)",Gottlieb,1980,"Adventure, Fantasy",4,2564,-,SS,VPX,"Scottacus, Thalamus, BorgDog, Arngrim, Bord, Mike Da Spike",1.03,2021-09-07
"Time Line (Gottlieb 1980)",Gottlieb,1980,"Adventure, Fantasy",4,2564,-,SS,VPX,"Rajo Joey, BorgDog, Sixtoe, Rawd, Rascal",1.0,2023-10-01
"Time Lord  (Original 2022)",Original,2022,"Fantasy",-,-,-,SS,VPX,"Russell Tolhurst (RusstyT)",3.0.5,2023-09-03
"Time Lord  (Original 2022)",Original,2022,"Fantasy",-,-,-,SS,VPX,"Russell Tolhurst (RusstyT)",1.0.3,2022-07-26
"Time Machine (Zaccaria 1983)",Zaccaria,1983,"Adventure, Fantasy, Science Fiction, Time Travel",4,3494,-,SS,VPX,"Goldchicco, 32assassin, Movieguru, Arngrim, Mfuegemann, Vogliadicane, Pmax65, JPSalas",1.3,2023-08-27
"Time Machine (Data East 1988)",Data East,1988,"Science Fiction, Time Travel",4,2565,-,SS,VPX,"Bigus1, JPJ, Chucky, Arngrim, JPSalas, Team PP",1.1,2022-01-27
"Time Machine (Data East 1988)",Data East,1988,"Science Fiction, Time Travel",4,2565,-,SS,VPX,"JPJ, JPSalas, Team PP, DJRobX, Chucky, Neofr45, nFozzy, Flupper, Ninuzzu, Arngrim, HauntFreaks",1.5,2023-06-24
"Time Machine (LTD do Brasil 1984)",LTD do Brasil,1984,"Science Fiction, Time Travel",-,5887,-,SS,VPX,"Wiesshund, Siggi, CarlosGuizzo, Gaston, Chucky87",4.0,2023-09-21
"Time Traveler (Original 2023)",Original,2023,"Time Travel",-,-,-,-,VPX,"Wildlifewizard",0.1,2023-06-07
"Time Tunnel (Bally 1971)",Bally,1971,"TV Show, Fantasy, Time Travel",4,2566,-,EM,VPX,"Bord, Rothbauerw",2.0.0,2022-03-31
"Time Tunnel (Bally 1971)",Bally,1971,"TV Show, Fantasy, Time Travel",4,2566,-,EM,VPX,"Drinkcristal, Bord, Rothbauerw",2.0.2,2022-03-31
"Time Tunnel (Bally 1971)",Bally,1971,"TV Show, Fantasy, Time Travel",4,2566,-,EM,VPX,"GrayGhost",1.3,2018-11-07
"Time Warp (Williams 1979)",Williams,1979,"Mythology, Science Fiction, Time Travel",4,2568,-,SS,VPX,"Bord, Rothbauerw",1.0.0,2021-11-23
"Timon and Pumbaa's Jungle Pinball (Original 2021)",Original,2021,"Animation, Kids",-,-,-,SS,-,"Devious626, ScottyWic, Flupper, DJRobX, Aartee, Izzy, Tiffany chu, Hentoony, Remdwaas1986, Phenom, PEandS1Ws, Wylte, VPW Team, Flipper, Iaakki, Sixtoe, Apophis, Ninuzzu, HauntFreaks, JPSalas, Rothbauerw, nFozzy, Nailbuster",1.0.0,2021-12-26
"Titan (Taito do Brasil 1982)",Taito do Brasil,1982,"Fantasy",4,4587,-,SS,VPX,"JPSalas, Carlos Guizzo, Tio Italo, Pmax65, Luiz Culik, Rothbauerw",4.0.0,2022-08-29
"Titan (Taito do Brasil 1982)",Taito do Brasil,1982,"Fantasy",4,4587,-,SS,VPX,"Morttis, Wildman, Carlos Guizzo, Arconovum, JPSalas",3.0.0-1.0,2023-06-24
"Title Fight (Gottlieb 1990)",Gottlieb,1990,"Sports, Boxing",4,2573,-,SS,VPX,"Bigus1, Bodydump, Goldchicco",1.1,2021-09-14
"Title Fight (Gottlieb 1990)",Gottlieb,1990,"Sports, Boxing",4,2573,-,SS,VPX,"Bodydump",1.0-beta,2023-06-25
"Tom & Jerry (Original 2018)",Original,2018,"Licensed Theme, Cartoon, Kids",-,-,-,SS,VPX,"Gedankekojote97, Watacaractr, Psiomicron, Rawd, Sixtoe, TastyWasps",1.33,2023-05-31
"Tom & Jerry (Original 2018)",Original,2018,"Licensed Theme, Cartoon, Kids",-,-,-,SS,VPX,"Watacaractr",1.2,2021-11-02
"Tom Petty (Original 2020)",Original,2020,"Music",-,-,-,SS,VPX,"Darthwhat, Aaron James, Destruk, Goldchicco",1.0,2020-11-13
"Tomb Raider - A Survival is Born (Original 2019)",Original,2019,"Video Game",-,-,-,-,VPX,"Ivantba, Mfuegemann, 32assassin",1.1,2023-09-25
"Tommy Boy (Original 2021)",Original,2021,"Movie",1,-,-,EM,VPX,"MellerMeller, Batch",1.0,2024-01-11
"Tool Pinball (Original 2020)",Original,2020,"Music, Heavy Metal",-,-,-,SS,VPX,"Darthwhat, Team Tuga, JPSalas, Pedro Peres",1.0.0,2023-09-05
"Tool Pinball (Original 2020)",Original,2020,"Music, Heavy Metal",-,-,-,SS,VPX,"Darthwhat, Destruk, Hawkeyez88, Goldchicco",1.1,2021-04-17
"Top Card (Gottlieb 1974)",Gottlieb,1974,"Cards, Gambling",1,2580,-,EM,VPX,"Rajo Joey, Loserman76, GNance",1.0.0,2023-01-12
"Top Card (Gottlieb 1974)",Gottlieb,1974,"Cards, Gambling",1,2580,-,EM,VPX,"Leeoneil, Loserman76, GNance, Pinuck, Chris Aguilar, BorgDog, Arngrim, HauntFreaks, JPSalas",1.1.0,2022-03-12
"Top Card (Gottlieb 1974)",Gottlieb,1974,"Cards, Gambling",1,2580,-,EM,VPX,"Loserman76, GNance, Pinuck, Chris Aguilar, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0.0f,2022-03-12
"Top Dawg (Williams 1988)",Williams,1988,"Arcade, Bowling, Flipperless",-,-,-,SS,VPX,"Rascal, VPW Crew",1.0,2022-10-31
"Top Dawg (Williams 1988)",Williams,1988,"Arcade, Bowling, Flipperless",-,-,-,SS,VPX,"Rascal",1.0.0,2022-03-27
"Top Gun (Original 2019)",Original,2019,"Aviation, Movie",4,-,-,SS,VPX,"Zimbakin, JPSalas",1.0b,2019-11-11
"Top Hand (Gottlieb 1973)",Gottlieb,1973,"Cards, Gambling",1,2582,-,EM,VPX,"Teisen, Loserman76",1.0,2023-08-03
"Top Hand (Gottlieb 1973)",Gottlieb,1973,"Cards, Gambling",1,2582,-,EM,VPX,"Rajo Joey, GNance, Loserman76",1.0.0,2023-01-12
"Top Hand (Gottlieb 1973)",Gottlieb,1973,"Cards, Gambling",1,2582,-,EM,VPX,"Loserman76",1.0.0f,2021-12-08
"Top Score (Gottlieb 1975)",Gottlieb,1975,"Sports, Bowling",2,2589,-,EM,VPX,"Teisen, Loserman76, Conram29, Francisco666, GNance, JPSalas, Pinuck, HauntFreaks, BorgDog, Arngrim",1.1.0,2023-11-23
"Top Score (Gottlieb 1975)",Gottlieb,1975,"Sports, Bowling",2,2589,-,EM,VPX,"Rajo Joey, Loserman76",1.0.0,2023-01-12
"Top Score (Gottlieb 1975)",Gottlieb,1975,"Sports, Bowling",2,2589,-,EM,VPX,"Loserman76, Conram29, Francisco666, GNance, Pinuck, BorgDog, Arngrim, HauntFreaks, JPSalas",1.0.0f,2021-12-08
"Top of the Pops Xmas Pinball (Original 2020)",Original,2020,"Christmas, Music",4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph",1.0,2020-11-27
"Topaz (Inder 1979)",Inder,1979,"Outer Space - Fantasy - Girls - Women",-,-,-,SS,FP,"Margoni",1.0,2023-10-07
"Topaz (Inder 1979)",Inder,1979,"Outer Space - Fantasy - Girls - Women",-,-,-,SS,VPX,"Roosta, JPSalas, Nestorgian, Bord, Apophis, VPW Team",1.0,2023-09-10
"Torch (Gottlieb 1980)",Gottlieb,1980,"Sports, Olympic Games",4,2595,-,SS,VPX,"Rajo Joey, Rawd, Rascal, BorgDog, Sixtoe",1.0.0,2022-03-23
"Torch (Gottlieb 1980)",Gottlieb,1980,"Sports, Olympic Games",4,2595,-,SS,VPX,"BorgDog",1.01,2017-11-17
"Torpedo Alley (Data East 1988)",Data East,1988,"Adventure, Combat, Nautical",4,2603,-,SS,VPX,"Bigus1, Dozer, Dboyrecords, TAB",3.1,2022-12-29
"Torpedo Alley (Data East 1988)",Data East,1988,"Adventure, Combat, Nautical",4,2603,-,SS,VPX,"JPJ, Team PP, Dozer, Thalamus, Aetios, Petri Renbro, Neofr45, Chucky, Arngrim, JPSalas, Rothbauerw",2.2,2020-08-21
"Torpedo Alley (Data East 1988)",Data East,1988,"Adventure, Combat, Nautical",4,2603,-,SS,VPX,"Morttis, JPJ, Arconovum",2.0 -1.0,2023-06-24
"Torpedo Alley (Data East 1988)",Data East,1988,"Adventure, Combat, Nautical",4,2603,-,SS,VPX,"Dozer, Dboyrecords, TAB",1.0,2016-01-16
"Torpedo!! (Petaco 1976)",Petaco,1976,"Adventure, Combat, Nautical",1,4371,-,EM,VPX,"JPSalas, Pedator, Foxyt, Leeoneil, Akiles50000",4.0.1,2022-11-11
"Total Nuclear Annihilation (Spooky Pinball 2017)",Spooky Pinball,2017,"Combat, Science Fiction, Apocalyptic",4,6444,-,SS,VPX,"Bigus1, GTXJoe, Scott Danesi",1.1,2023-08-16
"Total Nuclear Annihilation (Spooky Pinball 2017)",Spooky Pinball,2017,"Combat, Science Fiction, Apocalyptic",4,6444,-,SS,VPX,"VPin Workshop (VPW), GTXJoe, Scott Danesi",2.3,2023-07-19
"Total Nuclear Annihilation (Spooky Pinball 2017)",Spooky Pinball,2017,"Combat, Science Fiction, Apocalyptic",4,6444,-,SS,VPX,"GTXJoe, Scott Danesi",1.4,2021-11-26
"Total Nuclear Annihilation (Spooky Pinball 2017)",Spooky Pinball,2017,"Combat, Science Fiction, Apocalyptic",4,6444,-,SS,VPX,"Senseless, GTXJoe, Scott Danesi",1.2.1,2023-07-18
"Totem (Gottlieb 1979)",Gottlieb,1979,"American West, Native Americans",4,2607,-,SS,VPX,"Armyaviation, 32assassin",1.0.0,2021-04-02
"Totem (Gottlieb 1979)",Gottlieb,1979,"American West, Native Americans",4,2607,-,SS,VPX,"32assassin",1.0,2016-11-20
"Totem (Gottlieb 1979)",Gottlieb,1979,"American West, Native Americans",4,2607,-,SS,VPX,"Rajo Joey, Armyaviation, 32assassin, Sixtoe, Rawd, Rascal",1.0.1,2023-10-01
"Touchdown (Gottlieb 1984)",Gottlieb,1984,"Sports, American Football",4,2610,-,SS,VPX,"Bigus1, Balater",1.0,2023-01-26
"Touchdown (Gottlieb 1984)",Gottlieb,1984,"Sports, American Football",4,2610,-,SS,VPX,"Balater",1.20,2020-11-11
"Touchdown (Williams 1967)",Williams,1967,"Sports, American Football",1,2609,-,EM,VPX,"Darth Vito, Teisen, Loserman76, Jon Osborne, GNance",1.1,2023-12-11
"Touchdown (Williams 1967)",Williams,1967,"Sports, American Football",1,2609,-,EM,VPX,"Teisen, Loserman76, Jon Osborne, GNance",1.1.0,2023-10-26
"Touchdown (Williams 1967)",Williams,1967,"Sports, American Football",1,2609,-,EM,VPX,"Loserman76, GNance, Jon Osborne",1.0.0f,2021-12-08
"Toxic Tattoo (Original 2020)",Original,2020,"Fantasy",4,-,-,SS,VPX,"Davor Lipovac, HiRez00, 32assassin",1.0,2020-05-11
"Trade Winds (Williams 1962)",Williams,1962,"Boats, Nautical, Aquatic",1,2621,-,EM,VPX,"Wrd1972, Cyberpez, BorgDog",2.0-beta,2023-06-25
"Trailer (Playmatic 1985)",Playmatic,1985,"Travel, Transportation, Truck Driving",4,3276,-,SS,VPX,"Goldchicco, Mrcmrc, Arngrim, 32assassin",1.1,2020-09-12
"Tramway (Williams 1973)",Williams,1973,"Travel, Tramways, Transportation",2,2627,-,EM,VPX,"Alois",1.2,2020-06-21
"Transformers (Stern 2011)",Stern,2011,"Licensed Theme, Science Fiction, Movie",4,5709,-,SS,VPX,"RobbyKingPin, SG1bsoN, HauntFreaks, JPSalas",2.0.3,2023-12-12
"Transformers (Stern 2011)",Stern,2011,"Licensed Theme, Science Fiction, Movie",4,5709,-,SS,VPX,"SG1bsoN, HauntFreaks, JPSalas",1.1,2022-02-09
"Transformers (Stern 2011)",Stern,2011,"Licensed Theme, Science Fiction, Movie",4,5709,-,SS,VPX,"Mark Paulik (WPilot), JPSalas",1.2,2021-11-29
"Transformers (Stern 2011)",Stern,2011,"Licensed Theme, Science Fiction, Movie",4,5709,-,SS,-,"UnclePaulie, JPSalas",1.1,2022-02-09
"Transformers (Stern 2011)",Stern,2011,"Licensed Theme, Science Fiction, Movie",4,5709,-,SS,VPX,"HauntFreaks, JPSalas",1.1,2018-08-07
"Transformers G1 (Original 2018)",Original,2018,"Licensed Theme, Science Fiction, Movie",-,-,-,SS,VPX,"Ivantba, Wizball",1.7,2018-11-07
"Transformers The Movie 1986 (Original 2019)",Original,2019,"Licensed Theme, Science Fiction, Movie",2,-,-,SS,VPX,"Ivantba, Bigus1, 32assassin",1.0,2019-12-10
"Transporter the Rescue (Bally 1989)",Bally,1989,"Outer Space",4,2630,-,SS,VPX,"VPin Workshop (VPW)",1.05,2021-11-23
